Orthologous Cluster ID,Species,ENSEMBL ID,Gene,Expression,log2 Fold Change,FDR
HS8345,Homo sapiens,ENSG00000135900,MRPL44,up_regulated,0.550913,0.00166119
HS9251,Homo sapiens,ENSG00000185033,SEMA4B,up_regulated,1.62342,5.76E-16
HS3872,Homo sapiens,ENSG00000173083,HPSE,up_regulated,1.88229,1.62E-15
HS12126,Homo sapiens,ENSG00000256043,CTSO,up_regulated,0.710047,9.28E-06
HS10554,Homo sapiens,ENSG00000030419,IKZF2,up_regulated,0.766454,0.00169677
HS4923,Homo sapiens,ENSG00000214717,ZBED1,up_regulated,0.704812,3.34E-07
HS9001,Homo sapiens,ENSG00000155158,TTC39B,up_regulated,1.92537,6.07E-32
HS8743,Homo sapiens,ENSG00000111058,ACSS3,up_regulated,0.425954,0.0354492
HS7678,Homo sapiens,ENSG00000174137,FAM53A,up_regulated,0.713404,0.0430688
HS1483,Homo sapiens,ENSG00000146006,LRRTM2,up_regulated,4.35648,2.35E-29
HS6197,Homo sapiens,ENSG00000148737,TCF7L2,up_regulated,0.515173,0.00888507
HS11135,Homo sapiens,ENSG00000100906,NFKBIA,up_regulated,0.499931,0.0012334
HS1484,Homo sapiens,ENSG00000085831,TTC39A,up_regulated,1.00973,0.00271933
HS8448,Homo sapiens,ENSG00000197081,IGF2R,up_regulated,0.399206,0.00592229
HS12468,Homo sapiens,ENSG00000159784,FAM131B,up_regulated,1.14935,1.27E-10
HS2761,Homo sapiens,ENSG00000205659,LIN52,up_regulated,1.19899,2.97E-07
HS9952,Homo sapiens,ENSG00000151014,NOCT,up_regulated,0.75755,0.00720795
HS7289,Homo sapiens,ENSG00000197265,GTF2E2,up_regulated,0.535327,0.00154524
HS326,Homo sapiens,ENSG00000176386,CDC26,up_regulated,0.629782,0.00185875
HS7822,Homo sapiens,ENSG00000145819,ARHGAP26,up_regulated,0.544364,0.0084935
HS6278,Homo sapiens,ENSG00000163069,SGCB,up_regulated,0.609537,3.41E-05
HS11443,Homo sapiens,ENSG00000198721,ECI2,up_regulated,0.339438,0.0311504
HS1361,Homo sapiens,ENSG00000137573,SULF1,up_regulated,1.2796,4.64E-20
HS8117,Homo sapiens,ENSG00000127951,FGL2,up_regulated,1.19425,4.99E-05
HS2575,Homo sapiens,ENSG00000174977,AC026271.5,up_regulated,0.544059,0.0081626
HS12672,Homo sapiens,ENSG00000139178,C1RL,up_regulated,0.518724,6.04E-04
HS7282,Homo sapiens,ENSG00000163171,CDC42EP3,up_regulated,1.34702,3.15E-13
HS292,Homo sapiens,ENSG00000186063,AIDA,up_regulated,1.07051,3.11E-13
HS3180,Homo sapiens,ENSG00000140557,ST8SIA2,up_regulated,1.5753,1.58E-06
HS13931,Homo sapiens,ENSG00000114315,HES1,up_regulated,0.537092,0.0458799
HS2993,Homo sapiens,ENSG00000182326,C1S,up_regulated,0.365885,0.012875
HS540,Homo sapiens,ENSG00000157657,ZNF618,up_regulated,1.7557,9.08E-26
HS7471,Homo sapiens,ENSG00000165527,ARF6,up_regulated,0.691014,3.93E-06
HS628,Homo sapiens,ENSG00000136100,VPS36,up_regulated,0.44864,0.0163903
HS12014,Homo sapiens,ENSG00000233608,TWIST2,up_regulated,0.829639,2.66E-09
HS9603,Homo sapiens,ENSG00000196739,COL27A1,up_regulated,1.4367,3.92E-17
HS11804,Homo sapiens,ENSG00000204256,BRD2,up_regulated,0.458006,0.00155919
HS12178,Homo sapiens,ENSG00000163376,KBTBD8,up_regulated,1.12153,1.52E-04
HS3690,Homo sapiens,ENSG00000205045,SLFN12L,up_regulated,4.7311,8.92E-41
HS3690,Homo sapiens,ENSG00000172123,SLFN12,up_regulated,1.98003,8.47E-14
HS2824,Homo sapiens,ENSG00000181143,MUC16,up_regulated,0.753311,0.00755116
HS988,Homo sapiens,ENSG00000149633,KIAA1755,up_regulated,2.6547,0
HS6989,Homo sapiens,ENSG00000164211,STARD4,up_regulated,1.62644,1.11E-19
HS3035,Homo sapiens,ENSG00000152413,HOMER1,up_regulated,1.03377,3.02E-06
HS7366,Homo sapiens,ENSG00000107290,SETX,up_regulated,0.832303,3.10E-10
HS4654,Homo sapiens,ENSG00000184588,PDE4B,up_regulated,1.72973,1.80E-11
HS1319,Homo sapiens,ENSG00000105339,DENND3,up_regulated,1.2039,5.38E-18
HS10493,Homo sapiens,ENSG00000143952,VPS54,up_regulated,0.91497,6.01E-09
HS8509,Homo sapiens,ENSG00000100911,PSME2,up_regulated,1.79193,1.17E-37
HS6481,Homo sapiens,ENSG00000128789,PSMG2,up_regulated,0.45029,0.0144766
HS4876,Homo sapiens,ENSG00000181649,PHLDA2,up_regulated,0.670076,3.57E-04
HS3248,Homo sapiens,ENSG00000261189,RP3-512B11.3,up_regulated,1.38411,8.74E-07
HS10052,Homo sapiens,ENSG00000110497,AMBRA1,up_regulated,0.721183,6.34E-05
HS2369,Homo sapiens,ENSG00000204264,PSMB8,up_regulated,2.33906,0
HS11500,Homo sapiens,ENSG00000103490,PYCARD,up_regulated,1.17964,1.92E-09
HS5381,Homo sapiens,ENSG00000254859,RP11-661A12.5,up_regulated,2.87718,6.49E-18
HS6255,Homo sapiens,ENSG00000264063,MIR3687-2,up_regulated,0.894161,0.0360655
HS10766,Homo sapiens,ENSG00000138119,MYOF,up_regulated,0.464404,0.00103403
HS905,Homo sapiens,ENSG00000272669,RP3-508I15.21,up_regulated,3.79743,1.14E-21
HS559,Homo sapiens,ENSG00000166710,B2M,up_regulated,0.580054,4.80E-05
HS4773,Homo sapiens,ENSG00000253210,RP11-809O17.1,up_regulated,1.92311,2.15E-13
HS14202,Homo sapiens,ENSG00000166801,FAM111A,up_regulated,2.38915,1.43E-35
HS6502,Homo sapiens,ENSG00000105221,AKT2,up_regulated,0.430757,0.00460185
HS14186,Homo sapiens,ENSG00000004468,CD38,up_regulated,4.81787,4.34E-44
HS7627,Homo sapiens,ENSG00000136436,CALCOCO2,up_regulated,0.905328,1.34E-11
HS10151,Homo sapiens,ENSG00000183337,BCOR,up_regulated,0.6847,4.63E-06
HS9237,Homo sapiens,ENSG00000072786,STK10,up_regulated,0.560477,3.47E-04
HS4904,Homo sapiens,ENSG00000259976,RP11-553L6.5,up_regulated,0.89886,4.01E-04
HS6725,Homo sapiens,ENSG00000135605,TEC,up_regulated,1.91078,4.15E-12
HS1036,Homo sapiens,ENSG00000135114,OASL,up_regulated,9.36349,0
HS8364,Homo sapiens,ENSG00000243811,APOBEC3D,up_regulated,2.79112,6.90E-36
HS8364,Homo sapiens,ENSG00000244509,APOBEC3C,up_regulated,0.728273,8.88E-08
HS8364,Homo sapiens,ENSG00000128394,APOBEC3F,up_regulated,4.3411,0
HS10730,Homo sapiens,ENSG00000259001,RPPH1,up_regulated,1.02146,0.00320905
HS7464,Homo sapiens,ENSG00000183624,HMCES,up_regulated,0.466803,0.00934937
HS8660,Homo sapiens,ENSG00000272767,JMJD1C-AS1,up_regulated,0.681146,0.0279105
HS13470,Homo sapiens,ENSG00000158042,MRPL17,up_regulated,0.941474,2.06E-10
HS11637,Homo sapiens,ENSG00000158714,SLAMF8,up_regulated,3.06996,3.67E-17
HS2502,Homo sapiens,ENSG00000229696,KARSP1,up_regulated,0.650479,0.0147737
HS9381,Homo sapiens,ENSG00000113916,BCL6,up_regulated,0.492206,0.00449463
HS14138,Homo sapiens,ENSG00000073578,SDHA,up_regulated,0.558114,6.22E-05
HS3343,Homo sapiens,ENSG00000143398,PIP5K1A,up_regulated,0.423602,0.00887581
HS5643,Homo sapiens,ENSG00000150593,PDCD4,up_regulated,0.346323,0.0356053
HS10344,Homo sapiens,ENSG00000205364,MT1M,up_regulated,2.73471,0
HS7178,Homo sapiens,ENSG00000231312,AC007246.3,up_regulated,0.857913,0.00160624
HS243,Homo sapiens,ENSG00000145362,ANK2,up_regulated,0.80873,3.11E-08
HS6686,Homo sapiens,ENSG00000121900,TMEM54,up_regulated,0.518295,0.00956819
HS12306,Homo sapiens,ENSG00000165806,CASP7,up_regulated,1.90418,6.59E-44
HS4182,Homo sapiens,ENSG00000184979,USP18,up_regulated,7.71171,0
HS3678,Homo sapiens,ENSG00000164164,OTUD4,up_regulated,1.70199,1.78E-33
HS9934,Homo sapiens,ENSG00000075643,MOCOS,up_regulated,0.857625,4.65E-06
HS5212,Homo sapiens,ENSG00000151572,ANO4,up_regulated,1.87378,6.85E-28
HS1841,Homo sapiens,ENSG00000234745,HLA-B,up_regulated,1.40672,5.46E-27
HS1841,Homo sapiens,ENSG00000206503,HLA-A,up_regulated,0.723772,4.45E-07
HS1841,Homo sapiens,ENSG00000204632,HLA-G,up_regulated,1.14235,7.59E-11
HS1841,Homo sapiens,ENSG00000204592,HLA-E,up_regulated,1.57341,3.09E-35
HS1841,Homo sapiens,ENSG00000204642,HLA-F,up_regulated,3.21247,0
HS1841,Homo sapiens,ENSG00000204525,HLA-C,up_regulated,1.20371,2.60E-19
HS4000,Homo sapiens,ENSG00000134716,CYP2J2,up_regulated,3.56118,1.82E-27
HS2119,Homo sapiens,ENSG00000168899,VAMP5,up_regulated,1.921,6.63E-42
HS216,Homo sapiens,ENSG00000126785,RHOJ,up_regulated,1.05463,0.00142436
HS13710,Homo sapiens,ENSG00000119699,TGFB3,up_regulated,0.69028,0.003318
HS9768,Homo sapiens,ENSG00000019582,CD74,up_regulated,0.503059,0.00772992
HS8331,Homo sapiens,ENSG00000136869,TLR4,up_regulated,1.59269,1.29E-08
HS5356,Homo sapiens,ENSG00000187479,C11orf96,up_regulated,1.84367,1.10E-29
HS7438,Homo sapiens,ENSG00000163131,CTSS,up_regulated,2.47966,0
HS13823,Homo sapiens,ENSG00000224470,ATXN1L,up_regulated,0.731265,3.45E-06
HS9471,Homo sapiens,ENSG00000025708,TYMP,up_regulated,2.94418,0
HS12361,Homo sapiens,ENSG00000143850,PLEKHA6,up_regulated,0.516016,0.0254959
HS8426,Homo sapiens,ENSG00000125347,IRF1,up_regulated,3.70883,0
HS5465,Homo sapiens,ENSG00000117758,STX12,up_regulated,0.64041,1.77E-05
HS8459,Homo sapiens,ENSG00000117600,PLPPR4,up_regulated,0.502088,0.00999272
HS7076,Homo sapiens,ENSG00000120156,TEK,up_regulated,0.928221,0.00628248
HS11351,Homo sapiens,ENSG00000090530,P3H2,up_regulated,0.53117,0.0182771
HS6111,Homo sapiens,ENSG00000154359,LONRF1,up_regulated,0.616088,0.0221332
HS13330,Homo sapiens,ENSG00000111728,ST8SIA1,up_regulated,0.555825,0.0421067
HS8967,Homo sapiens,ENSG00000118707,TGIF2,up_regulated,0.691915,0.0228562
HS2359,Homo sapiens,ENSG00000104689,TNFRSF10A,up_regulated,0.710973,9.18E-04
HS13026,Homo sapiens,ENSG00000177606,JUN,up_regulated,0.736177,1.38E-06
HS14251,Homo sapiens,ENSG00000263013,RP11-876N24.5,up_regulated,1.29172,9.09E-05
HS6642,Homo sapiens,ENSG00000143147,GPR161,up_regulated,0.458326,0.0285915
HS4160,Homo sapiens,ENSG00000185015,CA13,up_regulated,2.52981,1.09E-23
HS8832,Homo sapiens,ENSG00000172530,BANP,up_regulated,0.429083,0.044354
HS3049,Homo sapiens,ENSG00000205763,RP9P,up_regulated,0.734691,3.14E-04
HS12496,Homo sapiens,ENSG00000134575,ACP2,up_regulated,0.406708,0.0207552
HS3081,Homo sapiens,ENSG00000165359,DDX26B,up_regulated,1.85769,8.56E-24
HS6042,Homo sapiens,ENSG00000168591,TMUB2,up_regulated,0.57155,2.20E-04
HS13331,Homo sapiens,ENSG00000189143,CLDN4,up_regulated,0.57785,0.0190926
HS3721,Homo sapiens,ENSG00000229644,NAMPTP1,up_regulated,0.920101,3.16E-05
HS6008,Homo sapiens,ENSG00000103196,CRISPLD2,up_regulated,0.60199,8.27E-05
HS13317,Homo sapiens,ENSG00000258376,RP4-647C14.2,up_regulated,1.07811,8.32E-04
HS2437,Homo sapiens,ENSG00000131779,PEX11B,up_regulated,0.823308,2.32E-07
HS14304,Homo sapiens,ENSG00000170542,SERPINB9,up_regulated,3.22186,9.46E-26
HS2674,Homo sapiens,ENSG00000148908,RGS10,up_regulated,0.369595,0.0380493
HS7787,Homo sapiens,ENSG00000136279,DBNL,up_regulated,0.401924,0.0343856
HS6370,Homo sapiens,ENSG00000269765,CTB-187L3.1,up_regulated,0.534212,0.049157
HS1927,Homo sapiens,ENSG00000185262,UBALD2,up_regulated,0.919255,9.83E-08
HS8877,Homo sapiens,ENSG00000101384,JAG1,up_regulated,1.59961,6.75E-10
HS4862,Homo sapiens,ENSG00000130202,PVRL2,up_regulated,1.29301,1.67E-15
HS14548,Homo sapiens,ENSG00000250959,GLUD1P3,up_regulated,0.986934,0.00155034
HS9463,Homo sapiens,ENSG00000170955,PRKCDBP,up_regulated,0.47852,0.00162169
HS6638,Homo sapiens,ENSG00000183801,OLFML1,up_regulated,0.716608,6.50E-06
HS10140,Homo sapiens,ENSG00000250492,INTS6P1,up_regulated,0.623915,0.017572
HS14279,Homo sapiens,ENSG00000171223,JUNB,up_regulated,1.19948,2.46E-12
HS6153,Homo sapiens,ENSG00000065243,PKN2,up_regulated,0.613463,2.03E-04
HS222,Homo sapiens,ENSG00000044115,CTNNA1,up_regulated,0.336421,0.0232221
HS12221,Homo sapiens,ENSG00000106524,ANKMY2,up_regulated,0.512637,0.00340854
HS705,Homo sapiens,ENSG00000177989,ODF3B,up_regulated,2.55803,6.78E-13
HS10465,Homo sapiens,ENSG00000272941,RP11-134L10.1,up_regulated,4.54494,0
HS7037,Homo sapiens,ENSG00000109606,DHX15,up_regulated,0.815674,4.68E-10
HS2548,Homo sapiens,ENSG00000100644,HIF1A,up_regulated,0.462881,0.00304013
HS13957,Homo sapiens,ENSG00000111254,AKAP3,up_regulated,1.00772,0.00181722
HS6441,Homo sapiens,ENSG00000002549,LAP3,up_regulated,3.34996,0
HS3780,Homo sapiens,ENSG00000123609,NMI,up_regulated,3.38011,0
HS5266,Homo sapiens,ENSG00000178075,GRAMD1C,up_regulated,0.695336,0.00686342
HS1990,Homo sapiens,ENSG00000113494,PRLR,up_regulated,0.919698,0.027457
HS4025,Homo sapiens,ENSG00000151694,ADAM17,up_regulated,0.581765,2.76E-04
HS5165,Homo sapiens,ENSG00000159202,UBE2Z,up_regulated,0.55395,4.64E-05
HS7658,Homo sapiens,ENSG00000174004,NRROS,up_regulated,0.695355,0.0118794
HS10733,Homo sapiens,ENSG00000173706,HEG1,up_regulated,0.866819,3.46E-11
HS14164,Homo sapiens,ENSG00000172239,PAIP1,up_regulated,0.70297,4.40E-06
HS3484,Homo sapiens,ENSG00000136213,CHST12,up_regulated,1.1401,2.14E-12
HS11158,Homo sapiens,ENSG00000118990,GLRXP3,up_regulated,1.64938,1.63E-07
HS7608,Homo sapiens,ENSG00000147697,GSDMC,up_regulated,4.13681,7.37E-32
HS1587,Homo sapiens,ENSG00000065882,TBC1D1,up_regulated,0.701717,3.42E-06
HS7296,Homo sapiens,ENSG00000186510,CLCNKA,up_regulated,0.513672,0.04649
HS437,Homo sapiens,ENSG00000101680,LAMA1,up_regulated,1.40532,8.24E-11
HS9360,Homo sapiens,ENSG00000223722,RP11-467L13.5,up_regulated,1.49417,1.49E-18
HS10513,Homo sapiens,ENSG00000106346,USP42,up_regulated,1.40007,1.98E-18
HS4607,Homo sapiens,ENSG00000175084,DES,up_regulated,1.64744,4.97E-15
HS5144,Homo sapiens,ENSG00000180233,ZNRF2,up_regulated,1.62584,1.46E-12
HS2632,Homo sapiens,ENSG00000160223,ICOSLG,up_regulated,0.846589,4.75E-04
HS11309,Homo sapiens,ENSG00000101294,HM13,up_regulated,0.410643,0.00838558
HS9881,Homo sapiens,ENSG00000243679,RP11-274B21.3,up_regulated,0.626765,0.0253009
HS3517,Homo sapiens,ENSG00000187688,TRPV2,up_regulated,0.660487,9.15E-06
HS8708,Homo sapiens,ENSG00000253882,RP11-61L23.2,up_regulated,1.20074,4.86E-07
HS11596,Homo sapiens,ENSG00000166128,RAB8B,up_regulated,1.469,8.98E-19
HS11774,Homo sapiens,ENSG00000100418,DESI1,up_regulated,0.452295,0.00544624
HS10244,Homo sapiens,ENSG00000131386,GALNT15,up_regulated,0.358124,0.0158908
HS2254,Homo sapiens,ENSG00000135604,STX11,up_regulated,4.13352,1.40E-45
HS166,Homo sapiens,ENSG00000136026,CKAP4,up_regulated,0.741448,1.39E-08
HS1563,Homo sapiens,ENSG00000126067,PSMB2,up_regulated,0.3362,0.0389205
HS972,Homo sapiens,ENSG00000171055,FEZ2,up_regulated,0.361453,0.0342185
HS3447,Homo sapiens,ENSG00000101224,CDC25B,up_regulated,1.23883,2.76E-17
HS4409,Homo sapiens,ENSG00000175730,BAK1P1,up_regulated,1.24623,4.92E-06
HS14066,Homo sapiens,ENSG00000115947,ORC4,up_regulated,0.830685,3.34E-05
HS9746,Homo sapiens,ENSG00000245571,AP001258.4,up_regulated,1.04442,1.07E-04
HS13848,Homo sapiens,ENSG00000175073,VCPIP1,up_regulated,0.401797,0.0351867
HS10495,Homo sapiens,ENSG00000103966,EHD4,up_regulated,2.31526,0
HS5363,Homo sapiens,ENSG00000099204,ABLIM1,up_regulated,0.90989,2.17E-04
HS11444,Homo sapiens,ENSG00000107957,SH3PXD2A,up_regulated,0.71306,3.20E-07
HS2027,Homo sapiens,ENSG00000004897,CDC27,up_regulated,0.456178,0.00776351
HS1937,Homo sapiens,ENSG00000061938,TNK2,up_regulated,0.615446,0.00137523
HS73,Homo sapiens,ENSG00000114405,C3orf14,up_regulated,0.580321,0.00730047
HS1210,Homo sapiens,ENSG00000258128,MKRN9P,up_regulated,0.63989,0.0337728
HS14420,Homo sapiens,ENSG00000075790,BCAP29,up_regulated,0.771209,4.13E-06
HS11118,Homo sapiens,ENSG00000013364,MVP,up_regulated,0.459041,0.00558056
HS6077,Homo sapiens,ENSG00000100596,SPTLC2,up_regulated,1.17966,5.37E-19
HS6788,Homo sapiens,ENSG00000113504,SLC12A7,up_regulated,1.60796,2.28E-24
HS1357,Homo sapiens,ENSG00000145349,CAMK2D,up_regulated,1.1542,7.43E-14
HS10378,Homo sapiens,ENSG00000120093,HOXB3,up_regulated,0.539254,5.16E-04
HS6442,Homo sapiens,ENSG00000183153,GJD3,up_regulated,2.63937,2.01E-26
HS10088,Homo sapiens,ENSG00000144445,KANSL1L,up_regulated,0.755343,0.0220019
HS13509,Homo sapiens,ENSG00000130224,LRCH2,up_regulated,2.20015,5.94E-27
HS4056,Homo sapiens,ENSG00000176473,WDR25,up_regulated,1.29397,1.17E-14
HS3527,Homo sapiens,ENSG00000067182,TNFRSF1A,up_regulated,1.13315,1.79E-17
HS4884,Homo sapiens,ENSG00000104375,STK3,up_regulated,1.01316,8.58E-09
HS9355,Homo sapiens,ENSG00000131171,SH3BGRL,up_regulated,0.34415,0.0482147
HS6948,Homo sapiens,ENSG00000174032,SLC25A30,up_regulated,0.595887,8.64E-04
HS9690,Homo sapiens,ENSG00000134046,MBD2,up_regulated,0.51402,0.00135593
HS2243,Homo sapiens,ENSG00000148926,ADM,up_regulated,0.591156,4.36E-05
HS1789,Homo sapiens,ENSG00000149577,SIDT2,up_regulated,0.393142,0.0131451
HS6010,Homo sapiens,ENSG00000121274,PAPD5,up_regulated,1.32055,1.78E-17
HS13571,Homo sapiens,ENSG00000259856,RAB43P1,up_regulated,1.66133,1.01E-09
HS6399,Homo sapiens,ENSG00000177034,MTX3,up_regulated,0.632782,0.00480516
HS11130,Homo sapiens,ENSG00000163660,CCNL1,up_regulated,0.745236,8.57E-07
HS8576,Homo sapiens,ENSG00000146425,DYNLT1,up_regulated,1.20342,2.12E-18
HS11970,Homo sapiens,ENSG00000130787,HIP1R,up_regulated,0.601899,5.77E-04
HS1097,Homo sapiens,ENSG00000077782,FGFR1,up_regulated,0.529451,2.78E-04
HS10729,Homo sapiens,ENSG00000266947,RP11-799D4.4,up_regulated,1.50622,4.44E-07
HS11291,Homo sapiens,ENSG00000168779,SHOX2,up_regulated,2.34205,0
HS5305,Homo sapiens,ENSG00000215515,IFIT1P1,up_regulated,6.99108,0
HS8098,Homo sapiens,ENSG00000156587,UBE2L6,up_regulated,2.54257,0
HS5511,Homo sapiens,ENSG00000261614,CSDAP1,up_regulated,0.539545,0.0217351
HS6463,Homo sapiens,ENSG00000172831,CES2,up_regulated,0.533159,7.18E-04
HS2885,Homo sapiens,ENSG00000196517,SLC6A9,up_regulated,2.86917,5.71E-20
HS2486,Homo sapiens,ENSG00000149218,ENDOD1,up_regulated,1.34196,5.35E-15
HS656,Homo sapiens,ENSG00000091831,ESR1,up_regulated,1.02231,0.00647004
HS9843,Homo sapiens,ENSG00000164647,STEAP1,up_regulated,0.529316,0.00458978
HS2462,Homo sapiens,ENSG00000108551,RASD1,up_regulated,1.89199,8.56E-17
HS301,Homo sapiens,ENSG00000008086,CDKL5,up_regulated,1.07882,9.15E-07
HS12198,Homo sapiens,ENSG00000196998,WDR45,up_regulated,0.538128,8.21E-04
HS1286,Homo sapiens,ENSG00000196247,ZNF107,up_regulated,2.07583,1.17E-27
HS4494,Homo sapiens,ENSG00000118804,STBD1,up_regulated,1.70331,7.04E-12
HS10530,Homo sapiens,ENSG00000090975,PITPNM2,up_regulated,0.646977,0.00168727
HS1132,Homo sapiens,ENSG00000204147,ASAH2B,up_regulated,1.9699,2.82E-10
HS7143,Homo sapiens,ENSG00000078018,MAP2,up_regulated,2.58642,8.12E-31
HS8315,Homo sapiens,ENSG00000204682,CASC10,up_regulated,0.673172,0.00654225
HS14499,Homo sapiens,ENSG00000132294,EFR3A,up_regulated,0.562141,6.58E-05
HS13160,Homo sapiens,ENSG00000196503,ARL9,up_regulated,4.99651,0
HS7842,Homo sapiens,ENSG00000213250,RBMS2P1,up_regulated,2.16813,8.11E-27
HS12209,Homo sapiens,ENSG00000073169,SELO,up_regulated,0.864512,5.22E-06
HS5554,Homo sapiens,ENSG00000213064,SFT2D2,up_regulated,0.737313,1.22E-05
HS14453,Homo sapiens,ENSG00000177409,SAMD9L,up_regulated,5.73309,0
HS2704,Homo sapiens,ENSG00000050344,NFE2L3,up_regulated,1.55043,5.48E-09
HS10306,Homo sapiens,ENSG00000060138,YBX3,up_regulated,0.504082,9.56E-04
HS1813,Homo sapiens,ENSG00000020633,RUNX3,up_regulated,1.87246,2.88E-39
HS4037,Homo sapiens,ENSG00000144802,NFKBIZ,up_regulated,1.4169,1.46E-10
HS7474,Homo sapiens,ENSG00000182310,SPACA6,up_regulated,0.67835,0.00339549
HS10899,Homo sapiens,ENSG00000115415,STAT1,up_regulated,2.68534,0
HS1916,Homo sapiens,ENSG00000130066,SAT1,up_regulated,1.75911,2.73E-14
HS9803,Homo sapiens,ENSG00000146350,TBC1D32,up_regulated,0.90099,1.98E-04
HS11387,Homo sapiens,ENSG00000159314,ARHGAP27,up_regulated,3.85385,0
HS13982,Homo sapiens,ENSG00000188015,S100A3,up_regulated,0.470412,0.0349594
HS5978,Homo sapiens,ENSG00000176102,CSTF3,up_regulated,1.3303,9.87E-18
HS3520,Homo sapiens,ENSG00000170545,SMAGP,up_regulated,0.541486,0.00315649
HS12344,Homo sapiens,ENSG00000241058,NSUN6,up_regulated,0.629572,0.0301313
HS11577,Homo sapiens,ENSG00000198736,MSRB1,up_regulated,0.480591,0.00987203
HS5540,Homo sapiens,ENSG00000166925,TSC22D4,up_regulated,0.524907,0.00342726
HS4623,Homo sapiens,ENSG00000132109,TRIM21,up_regulated,3.57279,0
HS10845,Homo sapiens,ENSG00000117318,ID3,up_regulated,0.653107,1.06E-05
HS11111,Homo sapiens,ENSG00000160219,GAB3,up_regulated,1.0865,3.90E-05
HS8264,Homo sapiens,ENSG00000023909,GCLM,up_regulated,0.710356,1.72E-04
HS1800,Homo sapiens,ENSG00000131737,KRT34,up_regulated,0.643508,0.00294837
HS3753,Homo sapiens,ENSG00000204103,MAFB,up_regulated,1.59335,2.54E-21
HS2107,Homo sapiens,ENSG00000188895,MSL1,up_regulated,0.315075,0.0491105
HS7737,Homo sapiens,ENSG00000184678,HIST2H2BE,up_regulated,0.575266,0.00181328
HS5025,Homo sapiens,ENSG00000158457,TSPAN33,up_regulated,3.71833,3.69E-22
HS3621,Homo sapiens,ENSG00000146872,TLK2,up_regulated,1.47917,1.99E-18
HS7499,Homo sapiens,ENSG00000166278,C2,up_regulated,1.11006,2.03E-06
HS11478,Homo sapiens,ENSG00000140750,ARHGAP17,up_regulated,0.702213,5.45E-06
HS7272,Homo sapiens,ENSG00000168961,LGALS9,up_regulated,4.57283,0
HS14635,Homo sapiens,ENSG00000003402,CFLAR,up_regulated,1.50615,3.18E-31
HS14495,Homo sapiens,ENSG00000166387,PPFIBP2,up_regulated,0.529117,0.00960922
HS178,Homo sapiens,ENSG00000116863,ADPRHL2,up_regulated,1.72168,2.07E-21
HS10546,Homo sapiens,ENSG00000181381,DDX60L,up_regulated,5.2216,0
HS328,Homo sapiens,ENSG00000041353,RAB27B,up_regulated,1.43706,2.94E-08
HS8146,Homo sapiens,ENSG00000023171,GRAMD1B,up_regulated,0.494021,0.00681091
HS7259,Homo sapiens,ENSG00000113594,LIFR,up_regulated,1.33793,2.94E-17
HS8916,Homo sapiens,ENSG00000163683,SMIM14,up_regulated,0.832119,5.29E-08
HS6751,Homo sapiens,ENSG00000196182,STK40,up_regulated,0.813306,4.78E-08
HS3399,Homo sapiens,ENSG00000196196,HRCT1,up_regulated,0.548684,0.0440456
HS11979,Homo sapiens,ENSG00000225855,RUSC1-AS1,up_regulated,2.0302,2.50E-12
HS4278,Homo sapiens,ENSG00000136451,VEZF1,up_regulated,1.158,1.99E-13
HS2393,Homo sapiens,ENSG00000129028,THAP10,up_regulated,0.756479,0.0224749
HS13742,Homo sapiens,ENSG00000129667,RHBDF2,up_regulated,2.32761,1.47E-39
HS5408,Homo sapiens,ENSG00000168818,STX18,up_regulated,0.729535,2.30E-05
HS5821,Homo sapiens,ENSG00000130956,HABP4,up_regulated,0.428279,0.0126204
HS9427,Homo sapiens,ENSG00000158163,DZIP1L,up_regulated,0.69677,1.41E-04
HS5513,Homo sapiens,ENSG00000100739,BDKRB1,up_regulated,0.749884,0.00685642
HS4568,Homo sapiens,ENSG00000145016,RUBCN,up_regulated,2.2018,0
HS10943,Homo sapiens,ENSG00000113360,DROSHA,up_regulated,0.567471,3.63E-04
HS9297,Homo sapiens,ENSG00000099991,CABIN1,up_regulated,0.510224,0.00229488
HS8145,Homo sapiens,ENSG00000116574,RHOU,up_regulated,1.14583,1.00E-05
HS4315,Homo sapiens,ENSG00000144857,BOC,up_regulated,0.557397,1.76E-04
HS5684,Homo sapiens,ENSG00000163322,FAM175A,up_regulated,0.797135,1.15E-05
HS13598,Homo sapiens,ENSG00000123992,DNPEP,up_regulated,1.00781,6.94E-11
HS11983,Homo sapiens,ENSG00000168062,BATF2,up_regulated,8.16934,0
HS11262,Homo sapiens,ENSG00000214425,LRRC37A4P,up_regulated,1.28758,3.83E-07
HS119,Homo sapiens,ENSG00000241781,AL161626.1,up_regulated,0.926149,7.85E-10
HS3390,Homo sapiens,ENSG00000101972,STAG2,up_regulated,0.474779,0.00886079
HS4702,Homo sapiens,ENSG00000088298,EDEM2,up_regulated,0.427266,0.0075809
HS11269,Homo sapiens,ENSG00000162729,IGSF8,up_regulated,0.551973,0.00739895
HS9520,Homo sapiens,ENSG00000198087,CD2AP,up_regulated,1.49947,5.10E-21
HS7170,Homo sapiens,ENSG00000028116,VRK2,up_regulated,1.27843,1.04E-16
HS3888,Homo sapiens,ENSG00000148841,ITPRIP,up_regulated,0.824101,1.00E-09
HS8885,Homo sapiens,ENSG00000227199,ST7-AS1,up_regulated,1.47585,1.44E-07
HS6418,Homo sapiens,ENSG00000180616,SSTR2,up_regulated,7.89917,0
